id,label,category,hot_technology,in_demand,source,occurrences,occupations
canonical_launchpad,Canonical Launchpad,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
canu,Canu,Development environment software,false,false,O*NET Technology Skills 30.2,4,Computer Programmers; Computer and Information Systems Managers; Software Developers; Software Quality Assurance Analysts and Testers
capacity_planning,Capacity planning,Requirements analysis and system architecture software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
cast_sql_builder,CAST SQL Builder,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
catalog_navigation,Catalog navigation,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
central_desktop,Central Desktop,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
charmplusplus,Charm++,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
chatbot,Chatbot,Industrial control software,false,false,O*NET Technology Skills 30.2,2,Computer and Information Research Scientists; Web and Digital Interface Designers
check_point_next_generation_secure_web_gateway,Check Point Next Generation Secure Web Gateway,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
chef,Chef,Configuration management software,true,false,O*NET Technology Skills 30.2,16,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
cisco_ios,Cisco IOS,Operating system software,false,false,O*NET Technology Skills 30.2,7,Computer Network Architects; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers
cisco_systems_cisco_netflow_collection_engine,Cisco Systems Cisco NetFlow Collection Engine,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Support Specialists; Digital Forensics Analysts
cisco_systems_cisco_traffic_analyzer,Cisco Systems Cisco Traffic Analyzer,Network monitoring software,false,false,O*NET Technology Skills 30.2,2,Computer Network Support Specialists; Telecommunications Engineering Specialists
cisco_systems_cisco_web_cache_communication_protocol_wccp,Cisco Systems Cisco Web Cache Communication Protocol WCCP,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
cisco_systems_ciscoworks,Cisco Systems CiscoWorks,Administration software,false,false,O*NET Technology Skills 30.2,5,Computer Network Architects; Computer Network Support Specialists; Computer Systems Analysts; Information Security Analysts; Network and Computer Systems Administrators
cisco_systems_ciscoworks_lan_management_solution,Cisco Systems CiscoWorks LAN Management Solution,Administration software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Computer Network Support Specialists
cisco_systems_gateway_load_balancing_protocol_glbp,Cisco Systems Gateway Load Balancing Protocol GLBP,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
cisco_systems_hot_standby_router_protocol_hsrp,Cisco Systems Hot Standby Router Protocol HSRP,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
cisco_systems_wan_manager,Cisco Systems WAN Manager,Software defined networking/ virtualization software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
cisco_systems_wireless_control_system_wcs,Cisco Systems Wireless Control System WCS,Administration software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
cisco_webex,Cisco Webex,Video conferencing software,true,false,O*NET Technology Skills 30.2,12,Computer Network Architects; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
citrix_cloud_computing,Citrix cloud computing,Access software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators
citrix_xenapp,Citrix XenApp,Application server software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
clarified_networks_clarified_analyzer,Clarified Networks Clarified Analyzer,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
clarity_systems_ibm_clarity,Clarity Systems IBM Clarity,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,2,Computer Systems Engineers/Architects; Information Technology Project Managers
clarizen,Clarizen,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
clipper,Clipper,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
cloudera_impala,Cloudera Impala,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
cloveretl,CloverETL,Development environment software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
cluster_server,Cluster server,Clustering software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
clustermatic,Clustermatic,Clustering software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
cmake,CMake,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
code_generator,Code generator,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
code_hosting,Code hosting,Application server software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
code_munger,Code munger,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
codefutures_dbshards,CodeFutures dbShards,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
coffeecup_the_html_editor,CoffeeCup The HTML Editor,Web page creation and editing software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
coglin_mill_rodin,Coglin Mill RODIN,Metadata management software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
colasoft_capsa_enterprise,Colasoft Capsa Enterprise,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
colasoft_capsa_free,Colasoft Capsa Free,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
collaborative_application_lifecycle_management_alm,Collaborative application lifecycle management ALM,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
collaborative_application_markup_language_caml,Collaborative Application Markup Language CAML,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
collaborative_editing,Collaborative editing,Word processing software,false,false,O*NET Technology Skills 30.2,1,Information Security Engineers
command_interpreters,Command interpreters,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,2,Computer Programmers; Network and Computer Systems Administrators
common_business_oriented_language_cobol,Common business oriented language COBOL,Development environment software,false,false,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
common_gateway_interface_cgi,Common gateway interface CGI,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,3,Web Administrators; Web Developers; Web and Digital Interface Designers
common_lisp_object_system_clos,Common Lisp Object System CLOS,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
compaq_insight_manager,Compaq Insight Manager,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
compatibility_testing,Compatibility testing,Program testing software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
compilers,Compilers,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
component_based_scalable_logical_architecture_csla,Component-based Scalable Logical Architecture CSLA,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
component_object_model_com,Component object model COM,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
computational_statistics,Computational statistics,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
computer_aided_design_and_drafting_cadd,Computer aided design and drafting CADD,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Network and Computer Systems Administrators
computer_associates_arcserv_backup,Computer Associates ArcServ Backup,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
computer_associates_integrated_data_management_system_ca_idms,Computer Associates integrated data management system CA-IDMS,Data base management system software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
computer_associates_log_analyzer,Computer Associates Log Analyzer,Program testing software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
computer_forensic,Computer forensic,Filesystem software,false,false,O*NET Technology Skills 30.2,2,Digital Forensics Analysts; Information Security Analysts
computer_intrusion_detection,Computer intrusion detection,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
computer_on_line_real_time_applications_language_coral_66,Computer On-line Real-time Applications Language CORAL 66,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
computer_system_diagnostics,Computer system diagnostics,Program testing software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
compuware_clientvantage_agentless_monitoring,Compuware ClientVantage Agentless Monitoring,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
concurrency_control,Concurrency control,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
conformance_and_validation_testing,Conformance and validation testing,Program testing software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
congruity_technologies_inspector,Congruity Technologies Inspector,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
connectivity,Connectivity,Platform interconnectivity software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
content_filter,Content filter,Network security and virtual private network VPN equipment software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
content_management_cms,Content management (CMS),Web page creation and editing software,false,true,O*NET Technology Skills 30.2,1,Web Administrators
continuous_integration,Continuous integration,File versioning software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
corel_coreldraw_graphics_suite,Corel CorelDraw Graphics Suite,Graphics or photo imaging software,false,false,O*NET Technology Skills 30.2,2,Computer Programmers; Web Administrators
corel_wordperfect_office_suite,Corel WordPerfect Office Suite,Office suite software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
cost_estimating,Cost estimating,Financial analysis software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
couchbase_server,Couchbase Server,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
countersoft_gemini,Countersoft Gemini,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
cplusplus,C++,Object or component oriented development software,true,true,O*NET Technology Skills 30.2,24,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers; Web Developers; Web and Digital Interface Designers
crosstec_netop_remote_control,CrossTec NetOp Remote Control,Desktop communications software,false,false,O*NET Technology Skills 30.2,2,Computer Systems Analysts; Computer User Support Specialists
cruisecontrol,CruiseControl,Development environment software,false,false,O*NET Technology Skills 30.2,2,Information Technology Project Managers; Software Quality Assurance Analysts and Testers
cryptographic_key_management,Cryptographic key management,Network security and virtual private network VPN equipment software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
cs_odessa_conceptdraw_project,CS Odessa ConceptDraw Project,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
csharp,C#,Object or component oriented development software,true,true,O*NET Technology Skills 30.2,24,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers; Web Developers; Web and Digital Interface Designers
css,CSS,Web platform development software,true,true,O*NET Technology Skills 30.2,13,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
customer_information_control_system_cics,Customer information control system CICS,Transaction server software,false,false,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
daptiv_ppm,Daptiv PPM,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
dartware_intermapper,Dartware InterMapper,Network monitoring software,false,false,O*NET Technology Skills 30.2,4,Computer Network Support Specialists; Computer User Support Specialists; Computer and Information Systems Managers; Network and Computer Systems Administrators
dassault_systemes_catia,Dassault Systemes CATIA,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,9,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Information Technology Project Managers; Network and Computer Systems Administrators; Software Quality Assurance Analysts and Testers
dassault_systemes_solidworks,Dassault Systemes SolidWorks,Computer aided design CAD software,true,false,O*NET Technology Skills 30.2,3,Computer Network Architects; Computer Systems Engineers/Architects; Computer User Support Specialists
data_analysis,Data analysis,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
data_definition_language_ddl,Data definition language DDL,Data base management system software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
data_dictionary,Data dictionary,Metadata management software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
data_entry,Data entry,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
data_manipulation_language_dml,Data manipulation language DML,Data base management system software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
data_mapping,Data mapping,Metadata management software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
data_modeling,Data modeling,Metadata management software,false,false,O*NET Technology Skills 30.2,3,Business Intelligence Analysts; Database Administrators; Database Architects
data_recovery_software_sql_server_data_recovery,Data Recovery Software SQL Server Data Recovery,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Database Architects
data_transformation_services_dts,Data transformation services DTS,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
data_validation,Data validation,Information retrieval or search software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
data_visualization,Data visualization,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
data_warehouse,Data warehouse,Data mining software,false,false,O*NET Technology Skills 30.2,1,Business Intelligence Analysts
database,Database,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,5,Business Intelligence Analysts; Computer Systems Analysts; Computer User Support Specialists; Database Administrators; Network and Computer Systems Administrators
database_capacity_planning,Database capacity planning,Requirements analysis and system architecture software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
database_cloning,Database cloning,Backup or archival software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
database_design,Database design,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
database_management,Database management,Data base management system software,false,false,O*NET Technology Skills 30.2,3,Computer Network Support Specialists; Database Architects; Penetration Testers
database_security,Database security,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
database_testing,Database testing,Program testing software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
datavision,DataVision,Data base reporting software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
dbase_plus,dBASE Plus,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
dbtools_software_dbmanager_professional,DBTools Software DBManager Professional,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Engineers/Architects
debugging,Debugging,Program testing software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
debugview,Debugview,Program testing software,false,false,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
decompilers,Decompilers,Compiler and decompiler software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
defect_tracking,Defect tracking,Program testing software,false,false,O*NET Technology Skills 30.2,4,Computer Systems Analysts; Computer User Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers
delphi_technology,Delphi Technology,Financial analysis software,false,false,O*NET Technology Skills 30.2,13,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
deployment,Deployment,Configuration management software,false,false,O*NET Technology Skills 30.2,5,Computer User Support Specialists; Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
desktop_partitioning,Desktop partitioning,Filesystem software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
diagramming,Diagramming,Pattern design software,false,false,O*NET Technology Skills 30.2,3,Computer Network Architects; Computer Systems Analysts; Network and Computer Systems Administrators
diameter,Diameter,Authentication server software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
dig,Dig,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
digital_crew_teamwork_project_manager,Digital Crew Teamwork Project Manager,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
disarea_5pm,Disarea 5pm,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
disaster_recovery,Disaster recovery,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
discrete_event_simulation,Discrete event simulation,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
disk_operating_system_dos,Disk operating system DOS,Operating system software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
distributed_component_object_model_dcom,Distributed component object model DCOM,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
distributed_database_management,Distributed database management,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
django,Django,Web platform development software,true,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
docker,Docker,Application server software,true,true,O*NET Technology Skills 30.2,19,Blockchain Engineers; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Scientists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
document_management_system,Document management system,Document management software,false,false,O*NET Technology Skills 30.2,3,Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers
document_object_model_dom_scripting,Document Object Model DOM Scripting,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
domain_name_system_dns,Domain name system DNS,Internet directory services software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer User Support Specialists; Information Security Analysts; Network and Computer Systems Administrators
dos_shell_script,DOS shell script,Operating system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
dotproject,dotProject,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
doxygen,Doxygen,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
dropbox,Dropbox,Cloud-based data access and sharing software,false,false,O*NET Technology Skills 30.2,6,Computer Systems Engineers/Architects; Computer User Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
drupal,Drupal,Web platform development software,false,true,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
dynamic_analysis,Dynamic analysis,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
dynamic_host_configuration_protocol_dhcp,Dynamic host configuration protocol DHCP,Administration software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
dynamic_hypertext_markup_language_dhtml,Dynamic hypertext markup language DHTML,Web platform development software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
dynamic_modeling,Dynamic modeling,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
dynatrace,Dynatrace,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
easycis,easyCIS,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
eclipse_ide,Eclipse IDE,Development environment software,true,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
eclipse_jersey,Eclipse Jersey,Web platform development software,false,false,O*NET Technology Skills 30.2,1,Software Developers
edgewell_trac,Edgewell Trac,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
edulastic,Edulastic,Computer based training software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
eiffel,Eiffel,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Computer Systems Analysts; Computer and Information Research Scientists; Software Developers; Software Quality Assurance Analysts and Testers
ej_technologies_jprofiler,ej-technologies JProfiler,Program testing software,false,false,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
eko,Eko,Desktop communications software,false,false,O*NET Technology Skills 30.2,2,Business Intelligence Analysts; Computer Systems Engineers/Architects
elasticsearch,Elasticsearch,Data base management system software,true,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Scientists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
electriccloud_electriccommander,ElectricCloud ElectricCommander,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
electronic_design_automation_eda,Electronic design automation EDA,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
element_management,Element management,Administration software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Systems Analysts; Computer User Support Specialists; Network and Computer Systems Administrators
element_software_copper,Element Software Copper,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
ellucian_banner_erp,Ellucian Banner ERP,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
email,Email,Electronic mail software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
email_management,Email management,Communications server software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
emass,eMASS,Risk management data and analysis software,false,true,O*NET Technology Skills 30.2,1,Information Security Analysts
embarcadero_delphi,Embarcadero Delphi,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Computer and Information Systems Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators
embarcadero_er_studio_xe,Embarcadero ER/Studio XE,Metadata management software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
embarcadero_jbuilder,Embarcadero JBuilder,Development environment software,false,false,O*NET Technology Skills 30.2,4,Computer Systems Analysts; Computer and Information Research Scientists; Software Developers; Software Quality Assurance Analysts and Testers
embarcadero_technologies_dbartisan,Embarcadero Technologies DBArtisan,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
embedded_systems_development,Embedded systems development,Development environment software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
emc_ionix_network_configuration_manager,EMC Ionix Network Configuration Manager,Configuration management software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
emc_networker,EMC NetWorker,Backup or archival software,false,false,O*NET Technology Skills 30.2,3,Computer Network Support Specialists; Database Administrators; Database Architects
emc_smarts_network_protocol_manager,EMC Smarts Network Protocol Manager,Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
emc_symmetrix_dmx,EMC Symmetrix DMX,Storage networking software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
emerald_software_group_emerald_green_office,Emerald Software Group Emerald Green Office,Content workflow software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
encryption,Encryption,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,8,Computer Network Architects; Computer Network Support Specialists; Computer User Support Specialists; Database Administrators; Database Architects; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
